date_,store,department,item,unit_price,quantity,on_promotion,promotion_type
20120115,437,3,3683,2.46,,N,0
20120115,437,3,36907,7.94,,N,0
20120115,437,3,92418,1.14,,Y,5
20120115,437,3,92433,1.14,,Y,5
20120115,437,3,108037,3.98,,N,0
20120115,437,3,153171,5,,Y,5
20120115,437,3,194771,3.94,,N,0
20120115,437,3,417014,4,,N,0
20120115,437,3,447058,11.98,,Y,6
20120115,437,3,456076,6,,Y,3
20120115,437,3,515246,4.94,,N,0
20120115,437,3,573599,4.54,,N,0
20120115,437,3,573602,4.54,,N,0
20120115,437,3,573607,4.54,,N,0
20120115,437,3,573609,4.54,,N,0
20120115,437,3,587131,5.54,,N,0
20120115,437,3,590267,1.94,,N,0
20120115,437,4,82686,1.46,,N,0
20120115,437,4,82689,3.71,,N,0
20120115,437,4,183628,2.51,,N,0
20120115,437,4,255476,2.21,,N,0
20120115,437,4,255489,2.66,,N,0
20120115,437,4,255494,1.46,,N,0
20120115,437,4,335757,5.21,,N,0
20120115,437,4,407217,2.21,,N,0
20120115,437,4,411406,4.46,,N,0
20120115,437,4,431714,2.66,,N,0
20120115,437,4,455721,4.32,,Y,6
20120115,437,4,467757,5.96,,N,0
20120115,437,4,501396,7.46,,N,0
20120115,437,4,530037,5.96,,N,0
20120115,437,4,532196,2.66,,N,0
20120115,437,4,536428,3.7,,Y,5
20120115,437,4,555947,5.96,,N,0
20120115,442,1,593171,10,,N,0
20120115,442,2,404470,12.54,,N,0
20120115,442,2,482591,23.94,,N,0
20120115,442,2,487331,9,,N,0
20120115,442,2,487334,9,,N,0
20120115,442,2,516965,14.91,,Y,6
20120115,442,2,517989,22.41,,N,0
20120115,442,2,519483,29.91,,Y,5
20120115,442,2,533283,6,,N,0
20120115,442,2,568499,3,,Y,6
20120115,442,2,586937,3,,N,0
20120115,442,2,592729,11.31,,N,0
20120115,442,3,3683,2.54,,N,0
20120115,442,3,20376,7.54,,N,0
20120115,442,3,90263,11.94,,Y,6
20120115,442,3,92418,1.14,,Y,5
20120115,442,3,92433,1.14,,Y,5
20120115,442,3,108037,3.98,,N,0
20120115,442,3,153171,5,,Y,5
20120115,442,3,194771,4.18,,N,0
20120115,442,3,194781,11.94,,N,0
20120115,442,3,447058,11.98,,Y,6
20120115,442,3,573599,4.54,,N,0
20120115,442,3,573607,4.54,,N,0
20120115,442,3,587131,5.76,,N,0
20120115,442,4,82686,1.46,,N,0
20120115,442,4,82689,3.7,,N,0
20120115,442,4,335757,5.21,,N,0
20120115,442,4,345376,3,,N,0
20120115,442,4,407217,2.21,,N,0
20120115,442,4,409559,3.71,,N,0
20120115,442,4,431714,2.66,,N,0
20120115,442,4,455721,4.32,,Y,6
20120115,442,4,495886,5.21,,N,0
20120115,442,4,501396,7.45,,N,0
20120115,442,4,530037,5.96,,N,0
20120115,442,4,532196,2.66,,N,0
20120115,442,4,536428,3.7,,Y,5
20120115,444,2,8598,6.39,,Y,6
20120115,444,2,404470,12.54,,N,0
20120115,444,2,487331,9,,N,0
20120115,444,2,487334,9,,N,0
20120115,444,2,519483,29.91,,Y,5
20120115,444,2,533283,6,,N,0
20120115,444,2,568499,3,,Y,6
20120115,444,2,570153,11.91,,N,0
20120115,444,2,586937,3,,N,0
20120115,444,2,592729,11.31,,N,0
20120115,444,3,3683,2.46,,N,0
20120115,444,3,20376,7.54,,N,0
20120115,444,3,90263,11.94,,Y,6
20120115,444,3,92418,1.14,,Y,5
20120115,444,3,92433,1.14,,Y,5
20120115,444,3,153171,5,,Y,5
20120115,444,3,194771,3.94,,N,0
20120115,444,3,346126,21.94,,N,0
20120115,444,3,417014,4,,N,0
20120115,444,3,456076,7.34,,N,0
20120115,444,3,471651,9.94,,N,0
20120115,444,3,496031,15.76,,Y,6
20120115,444,3,515246,4.94,,N,0
20120115,444,3,573599,4.54,,N,0
20120115,444,3,573602,4.54,,N,0
20120115,444,3,573607,4.54,,N,0
20120115,444,3,587131,5.54,,N,0
20120115,444,4,82660,5.82,,N,0
20120115,444,4,82686,1.88,,N,0
20120115,444,4,82689,3.71,,N,0
20120115,444,4,183628,2.66,,N,0
20120115,444,4,255476,2.21,,N,0
20120115,444,4,255489,2.82,,N,0
20120115,444,4,255494,1.88,,N,0
20120115,444,4,335757,5.21,,N,0
20120115,444,4,335781,3.41,,N,0
20120115,444,4,345376,2.52,,N,0
20120115,444,4,407217,2.66,,N,0
20120115,444,4,409559,2.82,,N,0
20120115,444,4,431714,2,,N,0
20120115,444,4,455721,4.32,,Y,6
20120115,444,4,467757,5.96,,N,0
20120115,444,4,501396,5.96,,N,0
20120115,444,4,530037,5.82,,N,0
20120115,444,4,532196,2.16,,N,0
20120115,444,4,536428,3.7,,Y,5
20120115,444,4,555947,6.4,,N,0
20120115,603,1,95470,10,,N,0
20120115,603,1,346366,10,,N,0
20120115,603,1,507566,4,,N,0
20120115,603,1,544579,8,,N,0
20120115,603,2,404470,12.54,,N,0
20120115,603,2,423218,14.91,,N,0
20120115,603,2,451332,29.82,,N,0
20120115,603,2,487334,9,,N,0
20120115,603,2,516965,14.91,,N,0
20120115,603,2,519483,29.91,,Y,5
20120115,603,2,533283,6,,N,0
20120115,603,2,568499,3.75,,N,0
20120115,603,2,570153,11.91,,N,0
20120115,603,2,586937,3,,N,0
20120115,603,2,592729,11.31,,N,0
20120115,603,3,3683,2.46,,N,0
20120115,603,3,20376,7.54,,N,0
20120115,603,3,90263,12.94,,N,0
20120115,603,3,92418,1.14,,Y,5
20120115,603,3,92433,1.14,,Y,5
20120115,603,3,153171,5,,Y,5
20120115,603,3,194771,3.94,,N,0
20120115,603,3,346126,21.94,,N,0
20120115,603,3,447058,15.98,,N,0
20120115,603,3,573602,4.54,,N,0
20120115,603,3,573607,4.54,,N,0
20120115,603,3,573609,4.54,,N,0
20120115,603,3,590267,1.94,,N,0
20120115,603,4,82686,1.46,,N,0
20120115,603,4,255476,2.21,,N,0
20120115,603,4,255489,2.66,,N,0
20120115,603,4,335757,5.21,,N,0
20120115,603,4,335781,3.41,,N,0
20120115,603,4,409559,3.71,,N,0
20120115,603,4,411406,4.46,,N,0
20120115,603,4,431714,2.66,,N,0
20120115,603,4,455721,4.32,,Y,6
20120115,603,4,467757,5.96,,N,0
20120115,603,4,495886,5.21,,N,0
20120115,603,4,501396,7.46,,N,0
20120115,603,4,530037,5.96,,N,0
20120115,603,4,536428,3.7,,Y,5
20120115,603,4,555947,5.95,,N,0
20120115,613,1,466875,12,,N,0
20120115,613,1,542781,12,,N,0
20120115,613,2,8598,6.39,,Y,6
20120115,613,2,22631,12.84,,N,0
20120115,613,2,404470,12.54,,N,0
20120115,613,2,451332,29.82,,N,0
20120115,613,2,487331,9,,N,0
20120115,613,2,516965,14.91,,Y,6
20120115,613,2,517989,14.91,,Y,4
20120115,613,2,519483,29.91,,Y,5
20120115,613,2,558749,38.91,,Y,3
20120115,613,2,568499,3,,Y,6
20120115,613,2,570153,11.91,,N,0
20120115,613,2,577654,25.41,,N,0
20120115,613,2,586937,3,,N,0
20120115,613,2,592729,11.31,,N,0
20120115,613,3,3683,2.46,,N,0
20120115,613,3,20376,7.54,,N,0
20120115,613,3,36907,6.54,,Y,3
20120115,613,3,90263,11.94,,Y,6
20120115,613,3,92418,1.14,,Y,5
20120115,613,3,92433,1.14,,Y,5
20120115,613,3,108037,2.94,,Y,3
20120115,613,3,153171,5,,Y,5
20120115,613,3,194771,3.94,,N,0
20120115,613,3,228016,9.94,,Y,3
20120115,613,3,417014,4,,N,0
20120115,613,3,447058,11.98,,Y,6
20120115,613,3,456076,7.34,,N,0
20120115,613,3,471651,7.94,,Y,3
20120115,613,3,496031,17.94,,Y,6
20120115,613,3,573599,4.54,,N,0
20120115,613,3,587131,5.54,,N,0
20120115,613,3,590267,1.94,,N,0
20120115,613,4,82660,4.45,,N,0
20120115,613,4,82686,1.46,,N,0
20120115,613,4,82689,3.7,,N,0
20120115,613,4,183628,2.51,,N,0
20120115,613,4,255476,2.2,,N,0
20120115,613,4,255489,2.66,,N,0
20120115,613,4,255494,1.45,,N,0
20120115,613,4,335757,5.2,,N,0
20120115,613,4,335781,3.41,,N,0
20120115,613,4,345376,2.52,,N,0
20120115,613,4,407217,2.21,,N,0
20120115,613,4,409559,3.71,,N,0
20120115,613,4,411406,4.46,,N,0
20120115,613,4,431714,2.51,,N,0
20120115,613,4,455721,4.32,,Y,6
20120115,613,4,467757,5.96,,N,0
20120115,613,4,495886,5.21,,N,0
20120115,613,4,501396,7.46,,N,0
20120115,613,4,530037,4.45,,N,0
20120115,613,4,532196,2.66,,N,0
20120115,613,4,536428,3.7,,Y,5
20120115,613,4,555947,5.95,,N,0
20120115,671,1,95470,10,,N,0
20120115,671,1,507566,10,,N,0
20120115,671,2,22631,12.84,,N,0
20120115,671,2,419546,23.94,,N,0
20120115,671,2,423218,14.91,,Y,6
20120115,671,2,482591,23.94,,N,0
20120115,671,2,487331,9,,N,0
20120115,671,2,487334,9,,N,0
20120115,671,2,516965,14.91,,Y,6
20120115,671,2,519483,29.91,,Y,5
20120115,671,2,533283,6,,N,0
20120115,671,2,540535,6,,N,0
20120115,671,2,568499,3,,Y,6
20120115,671,2,570153,11.91,,N,0
20120115,671,2,577654,25.41,,N,0
20120115,671,2,586937,3,,N,0
20120115,671,2,592729,11.31,,N,0
20120115,671,3,20376,7.54,,N,0
20120115,671,3,36907,7.94,,N,0
20120115,671,3,92418,1.14,,Y,5
20120115,671,3,92433,1.14,,Y,5
20120115,671,3,108037,3.98,,N,0
20120115,671,3,153171,5,,Y,5
20120115,671,3,194771,3.94,,N,0
20120115,671,3,280116,6.94,,N,0
20120115,671,3,417014,4,,N,0
20120115,671,3,447058,11.98,,Y,6
20120115,671,3,471651,9.94,,N,0
20120115,671,3,496031,17.94,,Y,6
20120115,671,3,515246,4.94,,N,0
20120115,671,3,573599,4.54,,N,0
20120115,671,3,573602,4.54,,N,0
20120115,671,3,573607,4.54,,N,0
20120115,671,3,573609,4.54,,N,0
20120115,671,3,587131,5.54,,N,0
20120115,671,3,590267,1.94,,N,0
20120115,671,4,82660,4.46,,N,0
20120115,671,4,82686,1.45,,N,0
20120115,671,4,82689,3.7,,N,0
20120115,671,4,183628,2.51,,N,0
20120115,671,4,255476,2.2,,N,0
20120115,671,4,255489,2.66,,N,0
20120115,671,4,255494,1.46,,N,0
20120115,671,4,335757,5.21,,N,0
20120115,671,4,345376,2.52,,N,0
20120115,671,4,407217,2.21,,N,0
20120115,671,4,409559,3.71,,N,0
20120115,671,4,411406,4.46,,N,0
20120115,671,4,431714,2.66,,N,0
20120115,671,4,455721,4.32,,Y,6
20120115,671,4,467757,5.96,,N,0
20120115,671,4,501396,7.46,,N,0
20120115,671,4,530037,5.96,,N,0
20120115,671,4,532196,2.66,,N,0
20120115,671,4,536428,3.7,,Y,5
20120115,671,4,555947,5.96,,N,0
20120116,315,1,507566,10,,N,0
20120116,315,1,593171,10,,N,0
20120116,315,2,8598,6.39,,Y,6
20120116,315,2,419546,23.94,,N,0
20120116,315,2,423218,14.91,,Y,6
20120116,315,2,451332,29.82,,N,0
20120116,315,2,482591,23.94,,N,0
20120116,315,2,516965,14.91,,Y,6
20120116,315,2,519483,29.91,,Y,5
20120116,315,2,533283,6,,N,0
20120116,315,2,540535,6,,N,0
20120116,315,2,558749,44.94,,N,0
20120116,315,2,568499,3,,Y,6
20120116,315,2,570153,11.91,,N,0
20120116,315,2,577654,25.41,,N,0
20120116,315,2,586937,3,,N,0
20120116,315,2,592729,11.31,,N,0
20120116,315,3,3683,2.46,,N,0
20120116,315,3,20376,7.54,,N,0
20120116,315,3,90263,11.94,,Y,6
20120116,315,3,92418,1.14,,Y,5
20120116,315,3,92433,1.14,,Y,5
20120116,315,3,108037,3.98,,N,0
20120116,315,3,153171,5,,Y,5
20120116,315,3,194771,3.94,,N,0
20120116,315,3,194781,9.94,,N,0
20120116,315,3,280116,6.94,,N,0
20120116,315,3,346126,21.94,,N,0
20120116,315,3,417014,4,,N,0
20120116,315,3,456076,7.34,,N,0
20120116,315,3,496031,17.94,,Y,6
20120116,315,3,515246,4.94,,N,0
20120116,315,3,573599,4.54,,N,0
20120116,315,3,573607,4.54,,N,0
20120116,315,3,573609,4.54,,N,0
20120116,315,3,587131,5.54,,N,0
20120116,315,3,587131,5.54,,Y,5
20120116,315,3,590267,1.94,,N,0
20120116,315,4,82660,5.95,,N,0
20120116,315,4,82686,1.75,,N,0
20120116,315,4,82689,3.7,,N,0
20120116,315,4,82701,3.41,,N,0
20120116,315,4,94188,8.96,,N,0
20120116,315,4,183628,2.96,,N,0
20120116,315,4,255476,2.2,,N,0
20120116,315,4,255489,2.36,,Y,6
20120116,315,4,255494,1.75,,N,0
20120116,315,4,335757,4.45,,Y,6
20120116,315,4,335781,3.7,,N,0
20120116,315,4,345376,3.38,,N,0
20120116,315,4,407217,2.2,,N,0
20120116,315,4,409559,3.71,,N,0
20120116,315,4,411406,5.96,,N,0
20120116,315,4,431714,2.66,,N,0
20120116,315,4,455721,5.96,,N,0
20120116,315,4,467757,7.46,,N,0
20120116,315,4,489718,8.96,,N,0
20120116,315,4,495886,5.21,,N,0
20120116,315,4,501396,5.21,,Y,6
20120116,315,4,530037,5.96,,N,0
20120116,315,4,532196,2.66,,N,0
20120116,315,4,536428,3.7,,Y,5
20120116,315,4,555947,5.95,,N,0
20120116,326,1,95467,10,,N,0
20120116,326,1,95470,10,,N,0
20120116,326,1,507566,10,,N,0
20120116,326,2,8598,6.39,,Y,6
20120116,326,2,22631,12.84,,N,0
20120116,326,2,423218,14.91,,Y,6
20120116,326,2,487334,9,,N,0
20120116,326,2,516965,14.91,,Y,6
20120116,326,2,517989,14.91,,Y,4
20120116,326,2,519483,29.91,,Y,5
20120116,326,2,568499,3,,Y,6
20120116,326,2,570153,11.91,,N,0
20120116,326,2,577654,25.41,,N,0
20120116,326,2,586937,3,,N,0
20120116,326,3,20376,7.54,,N,0
20120116,326,3,36907,7.94,,N,0
20120116,326,3,90263,11.94,,Y,6
20120116,326,3,92418,1.14,,Y,5
20120116,326,3,92433,1.14,,Y,5
20120116,326,3,153171,5,,Y,5
20120116,326,3,194771,3.94,,N,0
20120116,326,3,194781,11.94,,N,0
20120116,326,3,417014,4,,N,0
20120116,326,3,447058,11.98,,Y,6
20120116,326,3,456076,7.34,,N,0
20120116,326,3,471651,9.94,,N,0
20120116,326,3,573599,4.54,,N,0
20120116,326,3,573602,4.54,,N,0
20120116,326,3,573609,4.54,,N,0
20120116,326,3,587131,5.54,,N,0
20120116,326,3,587131,5.54,,Y,5
20120116,326,3,590267,1.94,,N,0
20120116,326,4,82660,4.46,,N,0
20120116,326,4,82686,1.46,,N,0
20120116,326,4,82689,3.71,,N,0
20120116,326,4,183628,2.51,,N,0
20120116,326,4,255476,2.21,,N,0
20120116,326,4,255489,2.21,,Y,6
20120116,326,4,255494,1.46,,N,0
20120116,326,4,335757,4.32,,Y,6
20120116,326,4,335781,3.41,,N,0
20120116,326,4,345376,3,,N,0
20120116,326,4,407217,2.21,,N,0
20120116,326,4,409559,3.71,,N,0
20120116,326,4,411406,4.46,,N,0
20120116,326,4,431714,2.51,,N,0
20120116,326,4,467757,5.96,,N,0
20120116,326,4,501396,4.45,,Y,6
20120116,326,4,530037,5.96,,N,0
20120116,326,4,532196,2.66,,N,0
20120116,326,4,536428,3.71,,Y,5
20120116,326,4,555947,5.96,,N,0
20120116,352,1,507566,4,,N,0
20120116,352,2,8598,6.45,,Y,6
20120116,352,2,22631,11.34,,N,0
20120116,352,2,423218,14.91,,Y,6
20120116,352,2,487331,9,,N,0
20120116,352,2,487334,9,,N,0
20120116,352,2,516965,14.91,,Y,6
20120116,352,2,519483,29.91,,Y,5
20120116,352,2,533283,6,,N,0
20120116,352,2,540535,6,,N,0
20120116,352,2,568499,3,,Y,6
20120116,352,2,570153,12,,N,0
20120116,352,2,577654,22.5,,Y,3
20120116,352,2,586937,3,,N,0
20120116,352,2,592729,11.31,,N,0
20120116,352,3,3683,2.5,,N,0
20120116,352,3,20376,7.54,,N,0
20120116,352,3,92418,1.14,,Y,5
20120116,352,3,92433,1.14,,Y,5
20120116,352,3,108037,4,,N,0
20120116,352,3,153171,5,,Y,5
20120116,352,3,194781,11.94,,N,0
20120116,352,3,417014,4,,N,0
20120116,352,3,447058,11.98,,Y,6
20120116,352,3,573599,4.4,,N,0
20120116,352,3,573602,4.4,,N,0
20120116,352,3,573607,4.4,,N,0
20120116,352,3,573609,4.4,,N,0
20120116,352,3,587131,5.54,,Y,5
20120116,352,3,590267,2,,N,0
20120116,352,4,82660,4.46,,N,0
20120116,352,4,82686,1.9,,N,0
20120116,352,4,82689,3.71,,N,0
20120116,352,4,183628,2.51,,N,0
20120116,352,4,255476,1.91,,N,0
20120116,352,4,255489,2.21,,Y,6
20120116,352,4,255494,1.91,,N,0
20120116,352,4,335757,4.32,,Y,6
20120116,352,4,335781,3.41,,N,0
20120116,352,4,345376,3,,N,0
20120116,352,4,407217,2.21,,N,0
20120116,352,4,409559,2.96,,N,0
20120116,352,4,411406,4.46,,N,0
20120116,352,4,431714,2.2,,N,0
20120116,352,4,455721,5.96,,N,0
20120116,352,4,467757,4.15,,N,0
20120116,352,4,495886,5.21,,N,0
20120116,352,4,501396,5.21,,Y,6
20120116,352,4,530037,5.96,,N,0
20120116,352,4,532196,2.21,,N,0
20120116,352,4,536428,3.7,,Y,5
20120116,352,4,555947,6.71,,N,0
20120116,357,1,507566,4,,N,0
20120116,357,2,22631,12.84,,N,0
20120116,357,2,423218,14.91,,Y,6
20120116,357,2,451332,29.82,,N,0
20120116,357,2,487334,9,,N,0
20120116,357,2,517989,14.91,,Y,4
20120116,357,2,519483,29.91,,Y,5
20120116,357,2,533283,6,,N,0
20120116,357,2,568499,3,,Y,6
20120116,357,2,570153,11.91,,N,0
20120116,357,2,577654,25.41,,N,0
20120116,357,2,592729,11.31,,N,0
20120116,357,3,92418,1.14,,Y,5
20120116,357,3,92433,1.14,,Y,5
20120116,357,3,153171,5,,Y,5
20120116,357,3,194771,3.94,,N,0
20120116,357,3,194781,10.98,,N,0
20120116,357,3,228016,11.94,,N,0
20120116,357,3,280116,8.94,,N,0
20120116,357,3,417014,4,,N,0
20120116,357,3,447058,11.98,,Y,6
20120116,357,3,456076,7.34,,N,0
20120116,357,3,471651,9.94,,N,0
20120116,357,3,573599,4.54,,N,0
20120116,357,3,573607,4.54,,N,0
20120116,357,3,587131,5.54,,Y,5
20120116,357,3,590267,1.94,,N,0
20120116,357,4,82660,5.96,,N,0
20120116,357,4,82686,1.46,,N,0
20120116,357,4,82689,3.71,,N,0
20120116,357,4,82701,2.95,,N,0
20120116,357,4,94188,8.96,,N,0
20120116,357,4,183628,2.96,,N,0
20120116,357,4,255476,2.24,,N,0
20120116,357,4,255489,2.66,,Y,6
20120116,357,4,255494,1.46,,N,0
20120116,357,4,335757,4.32,,Y,6
20120116,357,4,335781,3.41,,N,0
20120116,357,4,345376,2.52,,N,0
20120116,357,4,407217,2.24,,N,0
20120116,357,4,409559,3.71,,N,0
20120116,357,4,411406,5.96,,N,0
20120116,357,4,431714,2.21,,N,0
20120116,357,4,455721,4.46,,N,0
20120116,357,4,467757,5.96,,N,0
20120116,357,4,489718,8.96,,N,0
20120116,357,4,495886,5.21,,N,0
20120116,357,4,501396,5.2,,Y,6
20120116,357,4,530037,5.96,,N,0
20120116,357,4,532196,2.21,,N,0
20120116,357,4,536428,3.7,,Y,5
20120116,362,2,8598,6.39,,Y,6
20120116,362,2,22631,12.84,,N,0
20120116,362,2,404470,12.54,,N,0
20120116,362,2,419546,23.94,,N,0
20120116,362,2,423218,14.91,,Y,6
20120116,362,2,451332,29.82,,N,0
20120116,362,2,482591,23.94,,N,0
20120116,362,2,487331,9,,N,0
20120116,362,2,519483,29.91,,Y,5
20120116,362,2,558749,44.94,,N,0
20120116,362,2,568499,3,,Y,6
20120116,362,2,570153,11.91,,N,0
20120116,362,2,577654,25.41,,N,0
20120116,362,2,586937,3,,N,0
20120116,362,2,592729,11.31,,N,0
20120116,362,3,20376,7.54,,N,0
20120116,362,3,36907,7.94,,N,0
20120116,362,3,90263,11.94,,Y,6
20120116,362,3,92418,1.14,,Y,5
20120116,362,3,92433,1.14,,Y,5
20120116,362,3,153171,5,,Y,5
20120116,362,3,194771,3.94,,N,0
20120116,362,3,228016,8.94,,Y,3
20120116,362,3,346126,21.94,,N,0
20120116,362,3,417014,4,,N,0
20120116,362,3,447058,11.98,,Y,6
20120116,362,3,471651,9.94,,N,0
20120116,362,3,496031,17.94,,Y,6
20120116,362,3,573599,4.54,,N,0
20120116,362,3,573607,4.54,,N,0
20120116,362,3,573609,4.54,,N,0
20120116,362,3,587131,5.54,,N,0
20120116,362,3,587131,5.54,,Y,5
20120116,362,3,590267,1.94,,N,0
20120116,362,4,82660,4.45,,N,0
20120116,362,4,82686,1.46,,N,0
20120116,362,4,82689,3.7,,N,0
20120116,362,4,82701,3,,N,0
20120116,362,4,94188,8.96,,N,0
20120116,362,4,183628,2.51,,N,0
20120116,362,4,255476,2.2,,N,0
20120116,362,4,255489,2.2,,Y,6
20120116,362,4,255494,1.46,,N,0
20120116,362,4,335757,4.32,,Y,6
20120116,362,4,335781,3.41,,N,0
20120116,362,4,345376,2.52,,N,0
20120116,362,4,407217,2.21,,N,0
20120116,362,4,409559,3.7,,N,0
20120116,362,4,411406,4.45,,N,0
20120116,362,4,431714,2.51,,N,0
20120116,362,4,455721,4.46,,N,0
20120116,362,4,467757,5.96,,N,0
20120116,362,4,489718,8.96,,N,0
20120116,362,4,495886,5.2,,N,0
20120116,362,4,501396,4.46,,Y,6
20120116,362,4,530037,4.45,,N,0
20120116,362,4,532196,2.66,,N,0
20120116,362,4,536428,3.71,,Y,5
20120116,362,4,555947,5.96,,N,0
20120116,364,1,263558,40,,N,0
20120116,364,1,507566,10,,N,0
20120116,364,1,593171,10,,N,0
20120116,364,2,8598,6.39,,Y,6
20120116,364,2,22631,12.84,,N,0
20120116,364,2,487331,9,,N,0
20120116,364,2,516965,14.91,,Y,6
20120116,364,2,519483,29.91,,Y,5
20120116,364,2,533283,6,,N,0
20120116,364,2,568499,3,,Y,6
20120116,364,2,577654,25.41,,N,0
20120116,364,2,586937,3,,N,0
20120116,364,2,592729,11.31,,N,0
20120116,364,3,20376,7.54,,N,0
20120116,364,3,36907,7.94,,N,0
20120116,364,3,92418,1.14,,Y,5
20120116,364,3,92433,1.14,,Y,5
20120116,364,3,108037,3.98,,N,0
20120116,364,3,153171,5,,Y,5
20120116,364,3,194771,3.94,,N,0
20120116,364,3,280116,6.94,,N,0
20120116,364,3,417014,4,,N,0
20120116,364,3,471651,9.94,,N,0
20120116,364,3,496031,17.94,,Y,6
20120116,364,3,515246,4.94,,N,0
20120116,364,3,573599,4.54,,N,0
20120116,364,3,573609,4.54,,N,0
20120116,364,3,587131,5.54,,N,0
20120116,364,3,590267,1.94,,N,0
20120116,364,4,82660,4.46,,N,0
20120116,364,4,82686,1.46,,N,0
20120116,364,4,82689,3.7,,N,0
20120116,364,4,82701,2.96,,N,0
20120116,364,4,183628,2.51,,N,0
20120116,364,4,255476,2.21,,N,0
20120116,364,4,255489,2.21,,Y,6
20120116,364,4,255494,1.46,,N,0
20120116,364,4,335757,4.32,,Y,6
20120116,364,4,335781,3.41,,N,0
20120116,364,4,345376,2.52,,N,0
20120116,364,4,407217,2.21,,N,0
20120116,364,4,409559,3.71,,N,0
20120116,364,4,411406,4.46,,N,0
20120116,364,4,431714,2.51,,N,0
20120116,364,4,455721,4.46,,N,0
20120116,364,4,467757,5.96,,N,0
20120116,364,4,495886,5.21,,N,0
20120116,364,4,501396,4.45,,Y,6
20120116,364,4,530037,4.46,,N,0
20120116,364,4,532196,2.66,,N,0
20120116,364,4,536428,3.71,,Y,5
20120116,364,4,555947,5.96,,N,0
20120116,380,1,95470,10,,N,0
20120116,380,1,466875,10,,N,0
20120116,380,1,593171,10,,N,0
20120116,380,2,8598,6.39,,Y,6
20120116,380,2,102257,7.41,,Y,6
20120116,380,2,404470,11.91,,Y,3
20120116,380,2,419546,23.94,,N,0
20120116,380,2,423218,14.91,,Y,6
20120116,380,2,487331,9,,N,0
20120116,380,2,487334,9,,N,0
20120116,380,2,533283,6,,N,0
20120116,380,2,540535,6,,N,0
20120116,380,2,570153,11.91,,N,0
20120116,380,2,586937,3,,N,0
20120116,380,2,592729,11.31,,N,0
20120116,380,3,3683,2.46,,N,0
20120116,380,3,20376,7.54,,N,0
20120116,380,3,36907,7.94,,N,0
20120116,380,3,92418,1.14,,Y,5
20120116,380,3,92433,1.14,,Y,5
20120116,380,3,108037,3.98,,N,0
20120116,380,3,153171,5,,Y,5
20120116,380,3,194771,3.94,,N,0
20120116,380,3,194781,9.94,,N,0
20120116,380,3,228016,10,,N,0
20120116,380,3,280116,6.94,,N,0
20120116,380,3,346126,21.94,,N,0
20120116,380,3,417014,4,,N,0
20120116,380,3,447058,11.98,,Y,6
20120116,380,3,456076,7.34,,N,0
20120116,380,3,515246,4.94,,N,0
20120116,380,3,573599,4.54,,N,0
20120116,380,3,573602,4.54,,N,0
20120116,380,3,573607,4.54,,N,0
20120116,380,3,573609,4.54,,N,0
20120116,380,3,587131,5.54,,N,0
20120116,380,3,587131,5.54,,Y,5
20120116,380,3,590267,1.94,,N,0
20120116,380,4,82686,1.45,,Y,3
20120116,380,4,82689,3.71,,N,0
20120116,380,4,82701,2.95,,N,0
20120116,380,4,94188,8.96,,N,0
20120116,380,4,183628,2.5,,N,0
20120116,380,4,255476,2.21,,N,0
20120116,380,4,255489,2.2,,Y,6
20120116,380,4,255494,1.45,,Y,3
20120116,380,4,335757,4.32,,Y,6
20120116,380,4,335781,3.41,,N,0
20120116,380,4,345376,2.52,,N,0
20120116,380,4,407217,2.2,,N,0
20120116,380,4,409559,3.7,,N,0
20120116,380,4,411406,4.46,,N,0
20120116,380,4,431714,2.5,,N,0
20120116,380,4,455721,4.45,,N,0
20120116,380,4,467757,5.96,,N,0
20120116,380,4,489718,8.96,,N,0
20120116,380,4,495886,5.21,,N,0
20120116,380,4,501396,4.45,,Y,6
20120116,380,4,530037,5.95,,N,0
20120116,380,4,532196,2.66,,N,0
20120116,380,4,536428,3.7,,Y,5
20120116,380,4,555947,5.96,,N,0
20120116,383,1,70400,70,,N,0
20120116,383,1,466880,12,,N,0
20120116,383,2,22631,12.84,,N,0
20120116,383,2,419546,23.94,,N,0
20120116,383,2,482591,23.94,,N,0
20120116,383,2,487331,9,,N,0
20120116,383,2,540535,6,,N,0
20120116,383,2,568499,3,,Y,6
20120116,383,2,577654,25.41,,N,0
20120116,383,2,586937,3,,N,0
20120116,383,2,592729,11.31,,N,0
20120116,383,3,3683,2.5,,N,0
20120116,383,3,20376,7.54,,N,0
20120116,383,3,36907,7.94,,N,0
20120116,383,3,90263,12.94,,N,0
20120116,383,3,92418,1.14,,Y,5
20120116,383,3,92433,1.14,,Y,5
20120116,383,3,108037,3.98,,N,0
20120116,383,3,153171,5,,Y,5
20120116,383,3,194781,11.94,,N,0
20120116,383,3,228016,11.94,,N,0
20120116,383,3,280116,8.94,,N,0
20120116,383,3,417014,4,,N,0
20120116,383,3,447058,11.98,,Y,6
20120116,383,3,456076,7.34,,N,0
20120116,383,3,496031,17.94,,Y,6
20120116,383,3,573599,4.54,,N,0
20120116,383,3,573602,4.54,,N,0
20120116,383,3,573607,4.54,,N,0
20120116,383,3,573609,4.54,,N,0
20120116,383,3,587131,5.54,,N,0
20120116,383,3,587131,5.54,,Y,5
20120116,383,3,590267,1.94,,N,0
20120116,383,4,82660,4.45,,N,0
20120116,383,4,82686,1.88,,N,0
20120116,383,4,82689,3.71,,N,0
